순번,SIDO,PLACE,LAT,MANAGER,LON,SSID,TEL,GU_DESC,JIBUN_ADDR,ROAD_ADDR,PLACE_DETAIL,MANUFACTURER,TYPE
125,부산광역시,전포사회복지관,35.153656,부산광역시 부산진구청,129.067529,Public WiFi Free,051-605-4171,부산진구,부산광역시 부산진구 전포1동 343-5,부산광역시 부산진구 전포대로190번길 35,복지관,LGU+,서민·복지시설
126,부산광역시,전포2동주민센터,35.1616893,부산광역시 부산진구청,129.066199,Public WiFi Free,051-605-4171,부산진구,부산광역시 부산진구 전포동 175-26,부산광역시 부산진구 동성로118번길 34,민원실,KT,관공서
127,부산광역시,전포1동주민센터,35.1513072,부산광역시 부산진구청,129.0664499,Public WiFi Free,051-605-4171,부산진구,부산광역시 부산진구 전포동 363-63,부산광역시 부산진구 서전로58번길 143,민원실,SKT,관공서
128,부산광역시,이신호뷰티건물,35.1552707,부산광역시 부산진구청,129.0580386,Public WiFi Free,051-605-4171,부산진구,부산광역시 부산진구 부전2동 242-20,부산광역시 부산진구 서면로 52,건물,LGU+,기타
129,부산광역시,육아종합지원센터,35.1549123,부산광역시 부산진구청,129.0359933,Public WiFi Free,051-605-4171,부산진구,부산광역시 부산진구 가야동 258-2,부산광역시 부산진구 가야대로587번길 21-21,센터,KT,서민·복지시설
130,부산광역시,연지동주민센터 작은도서관,35.172799,부산광역시 부산진구청,129.052836,Public WiFi Free,051-605-4171,부산진구,부산광역시 부산진구 연지동 238-9,부산광역시 부산진구 국악로 30,도서관,SKT,지역문화시설
131,부산광역시,연지동주민센터,35.1727868,부산광역시 부산진구청,129.0528236,Public WiFi Free,051-605-4171,부산진구,부산광역시 부산진구 연지동 238-9번지,부산광역시 부산진구 국악로 30,민원실,SKT,관공서
132,부산광역시,에이스지역아동센터,35.1578334,부산광역시 부산진구청,129.0472454,Public WiFi Free,051-605-4171,부산진구,부산광역시 부산진구 당감2동 93-15번지,부산광역시 부산진구 가야대로703번나길 23,센터,LGU+,서민·복지시설
133,부산광역시,양정청소년수련관,35.177257,부산광역시 부산진구청,129.0717253,Public WiFi Free,051-605-4171,부산진구,부산광역시 부산진구 양정2동 260-5번지,부산광역시 부산진구 동평로405번길 81,청소년 문화의집,LGU+,서민·복지시설
134,부산광역시,양정청소년수련관,35.1772767,부산광역시 부산진구청,129.0717285,Public WiFi Free,051-605-4171,부산진구,부산광역시 부산진구 양정동 260-5,부산광역시 부산진구 동평로405번길 85,수련관,LGU+,서민·복지시설
135,부산광역시,농협 화명점,35.239101,부산광역시청,129.014504,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 1528-5,부산광역시 북구 금곡대로 344,민원실,SKT,기타
136,부산광역시,농협 덕천동지점,35.211185,부산광역시청,129.008581,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천동 382-8,부산광역시 북구 만덕대로 33,민원실,SKT,기타
137,부산광역시,구포시장 상인회,35.123212,부산광역시청,129.001275,Public WiFi,051-888-4602,북구,부산광역시 북구 구포동 599-18,부산광역시 북구 구포시장길 9 (구포동),시장,KT,편의시설
138,부산광역시,아이쿱푸른바다생협,35.140303,부산광역시청,129.003853,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 2275-6,부산광역시 북구 화명신도시로 115 (화명동),로비,KT,지역문화시설
139,부산광역시,화명1동주민센터,35.13578,부산광역시청,129.004999,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 1230-3,부산광역시 북구 금곡대로 274 (화명동),민원실,LGU+,관공서
140,부산광역시,리틀스쿨지역아동센터,35.142839,부산광역시청,129.011587,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 498-6,부산광역시 북구 산성로 76-8 (화명동),로비,LGU+,서민·복지시설
141,부산광역시,1318미래세대지역아동센터,35.125033,부산광역시청,129.004041,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천동 321-13,부산광역시 북구 만덕대로65번길 49 (덕천동),로비,LGU+,서민·복지시설
142,부산광역시,북구시니어클럽,35.123378,부산광역시청,129.004953,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천동 241-66,부산광역시 북구 덕천로 83 (덕천동),로비,LGU+,서민·복지시설
143,부산광역시,실버벨노인종합복지관,35.11393,부산광역시청,129.003122,Public WiFi,051-888-4602,북구,부산광역시 북구 구포동 1255-2,부산광역시 북구 시랑로 114번길 45 (구포동),로비,LGU+,서민·복지시설
144,부산광역시,삼동재가노인지원서비스센터,35.141417,부산광역시청,129.005304,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 1410-10,부산광역시 북구 금곡대로 324번길 11 (화명동),로비,LGU+,서민·복지시설
145,부산광역시,구포2동 주민센터,35.2027181,부산광역시청,128.9979931,Public WiFi,051-888-4602,북구,부산광역시 북구 구포1동 1060,부산광역시 북구 낙동북로663번길 23 (구포동),민원실,LGU+,관공서
146,부산광역시,새구포종합상가시장,35.12437,부산광역시청,129.003552,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천동 355-4,부산광역시 북구 의성로 96 (덕천동),시장,LGU+,편의시설
147,부산광역시,낙동지역아동센터,35.121689,부산광역시청,129.000578,Public WiFi,051-888-4602,북구,부산광역시 북구 구포동 718-25,부산광역시 북구 백양대로 1127 (구포동),로비,LGU+,서민·복지시설
148,부산광역시,반딧불이지역아동센터,35.153861,부산광역시청,129.005487,Public WiFi,051-888-4602,북구,부산광역시 북구 금곡동 98-1,부산광역시 북구 금곡대로 616번길 10-23 (금곡동),로비,LGU+,서민·복지시설
149,부산광역시,북구청소년상담복지센터,35.122611,부산광역시청,129.00193,Public WiFi,051-888-4602,북구,부산광역시 북구 구포동 610-1,부산광역시 북구 덕천로 3 (구포동),로비,LGU+,서민·복지시설
150,부산광역시,청록만덕실버센터,35.124447,부산광역시청,129.022672,Public WiFi,051-888-4602,북구,부산광역시 북구 만덕동 376-35,부산광역시 북구 중리로 32 (만덕동),로비,LGU+,서민·복지시설
151,부산광역시,정화양로원,35.143874,부산광역시청,129.010987,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 298,부산광역시 북구 양달로 55 (화명동),로비,LGU+,서민·복지시설
152,부산광역시,덕천종합사회복지관,35.123244,부산광역시청,129.005726,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천동 808,부산광역시 북구 덕천로 74 (덕천동),로비,LGU+,서민·복지시설
153,부산광역시,기후변화체험관,35.140073,부산광역시청,129.003176,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 2279,부산광역시 북구 학사로 118 (화명동),로비,LGU+,관공서
154,부산광역시,만덕2동 제일상가시장,35.123057,부산광역시청,129.021436,Public WiFi,051-888-4602,북구,부산광역시 북구 만덕동 845-5,부산광역시 북구 은행나무로 12 (만덕동),시장,KT,편의시설
155,부산광역시,열린아동지역센터,35.2070431,부산광역시청,129.0391171,Public WiFi,051-888-4602,북구,부산광역시 북구 만덕2동 867-8,부산광역시 북구 은행나무로 35번길 11,사무실,KT,서민·복지시설
156,부산광역시,동원종합사회복지관,35.2643911,부산광역시청,129.0173661,Public WiFi,051-888-4602,북구,부산광역시 북구 금곡동 98-1,부산광역시 북구 금곡대로 616번지10-9,사무실,KT,서민·복지시설
157,부산광역시,덕천보건지소,35.2124681,부산광역시청,129.0368831,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천동 378-7,부산광역시 북구 만덕대로 89번길 9 (덕천동),민원실,KT,서민·복지시설
158,부산광역시,북구보건소,35.2585161,부산광역시청,129.0161511,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 1531-4,부산광역시 북구 금곡대로 348 (화명동),민원실,KT,서민·복지시설
159,부산광역시,덕천1동 주민센터,35.2124681,부산광역시청,129.0368831,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천1동 389-33,부산광역시 북구 만덕대로102번가길 11,민원실,KT,관공서
160,부산광역시,만덕2동 주민센터,35.2091491,부산광역시청,129.0393011,Public WiFi,051-888-4602,북구,부산광역시 북구 만덕2동 289-1,부산광역시 북구 만덕2로44번길10 (만덕동),민원실,KT,관공서
161,부산광역시,덕천3동 주민센터,35.2130021,부산광역시청,129.0110351,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천동 809-1,부산광역시 북구 덕천로 118 (덕천동),민원실,KT,관공서
162,부산광역시,화명3동 주민센터,35.2319021,부산광역시청,129.0100311,Public WiFi,051-888-4602,북구,부산광역시 북구 화명3동 2285,부산광역시 북구 화명신도시로85,민원실,KT,관공서
163,부산광역시,화명2동 주민센터,35.2435311,부산광역시청,129.0198621,Public WiFi,051-888-4602,북구,부산광역시 북구 화명2동 318-2,부산광역시 북구 양달로 58,민원실,KT,관공서
164,부산광역시,구포3동 주민센터,35.1948981,부산광역시청,129.0088031,Public WiFi,051-888-4602,북구,부산광역시 북구 구포3동 1252-1,부산광역시 북구 시랑로118번길 23(구포동),민원실,KT,관공서
165,부산광역시,구포1동 주민센터,35.2064681,부산광역시청,129.0011401,Public WiFi,051-888-4602,북구,부산광역시 북구 구포1동 430-1,부산광역시 북구 낙동대로 1762번길 75,민원실,KT,관공서
166,부산광역시,부산장애인자립센터,35.2346851,부산광역시청,129.0105021,Public WiFi,051-888-4602,북구,부산광역시 북구 화명3동 2275-3,부산광역시 북구 화명신도시로 117,사무실,SKT,서민·복지시설
167,부산광역시,소상공인지원센터(부산),35.2110451,부산광역시청,129.0079581,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천동 398-4,부산광역시 북구 만덕대로27번길 3,사무실,SKT,관공서
168,부산광역시,숙등역,35.124367,부산광역시청,129.004796,Public WiFi,051-888-4602,북구,부산광역시 북구 구포동 1157-1,부산광역시 북구 만덕대로 79 (덕천동),승강장,LGU+,교통시설
169,부산광역시,구포역,35.2066991,부산광역시청,128.9964191,Public WiFi,051-888-4602,북구,부산광역시 북구 구포동 1157-1,부산광역시 북구 낙동대로 1697,승강장,SKT,교통시설
170,부산광역시,화명역,35.2363431,부산광역시청,129.0138411,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 1458-9,부산광역시 북구 금곡대로 311,승강장,LGU+,교통시설
171,부산광역시,화명종합사회복지관,35.2268391,부산광역시청,129.0098891,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 2310,부산광역시 북구 금곡대로199번길 21,사무실,LGU+,서민·복지시설
172,부산광역시,화정종합사회복지관,35.2525141,부산광역시청,129.0148761,Public WiFi,051-888-4602,북구,부산광역시 북구 금곡동 1108,부산광역시 북구 효열로 76-1,사무실,LGU+,서민·복지시설
173,부산광역시,북부산우체국,35.2322571,부산광역시청,129.0099011,Public WiFi,051-888-4602,북구,부산광역시 북구 화명동 2282,부산광역시 북구 화명신도시로 89,민원실,KT,관공서
174,부산광역시,북구 디지털도서관(부산),35.2061481,부산광역시청,129.0370561,Public WiFi,051-888-4602,북구,부산광역시 북구 만덕2동 843,부산광역시 북구 은행나무로 26,로비,KT,지역문화시설
175,부산광역시,남산정복지관,35.2173751,부산광역시청,129.0206571,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천1동 814-1,부산광역시 북구 만덕대로 155번길 86-9,로비,KT,서민·복지시설
176,부산광역시,공창종합사회복지관,35.2679621,부산광역시청,129.0194221,Public WiFi,051-888-4602,북구,부산광역시 북구 금곡동 53-1,부산광역시 북구 효열로 268,로비,KT,서민·복지시설
177,부산광역시,덕천2동 주민센터,35.124468,부산광역시청,129.002873,Public WiFi,051-888-4602,북구,부산광역시 북구 덕천2동 346-2,부산광역시 북구 금곡대로로20번길 60 (덕천동),민원실,LGU+,관공서
178,부산광역시,금곡청소년수련관,35.2594941,부산광역시청,129.0166681,Public WiFi,051-888-4602,북구,부산광역시 북구 금곡동 100-1,부산광역시 북구 효열로 158,로비,KT,서민·복지시설
179,부산광역시,화명동 어촌박물관,35.2336641,부산광역시청,129.0086881,Public WiFi,051-888-4602,북구,부산광역시 북구 화명3동 2279,부산광역시 북구 학사로 128,민원실,SKT,지역문화시설
