지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
대전용전초등학교,지진대피소,옥외대피소,학교,대전광역시 동구 계족로505번길 49,대전광역시 동구 용전동 40-2,36.356280,127.430487,7445,2479,Y,042-627-8951,,용전지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4985,2018-07-23,3640000,대전광역시 동구,
동아마이스터고등학교,지진대피소,옥외대피소,학교,대전광역시 동구 충정로 97,대전광역시 동구 자양동 2,36.343604,127.454214,20974,6984,Y,042-620-1111,,자양지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4986,2018-07-23,3640000,대전광역시 동구,
보문고등학교,지진대피소,옥외대피소,학교,대전광역시 동구 우암로 57,대전광역시 동구 삼성동 283-58,36.336721,127.423845,6231,2075,Y,042-620-6677,,삼성지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4987,2018-07-23,3640000,대전광역시 동구,
우송고등학교,지진대피소,옥외대피소,학교,대전광역시 동구 동대전로131번길 53,대전광역시 동구 자양동 226-2,36.336721,127.423845,7000,2331,Y,042-620-5200,,자양지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4988,2018-07-23,3640000,대전광역시 동구,
대전동광초등학교,지진대피소,옥외대피소,학교,대전광역시 동구 백룡로11번길 20,대전광역시 동구 자양동 94-3,36.337284,127.449926,13426,4471,Y,042-622-8415,,자양지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4989,2018-07-23,3640000,대전광역시 동구,
대전자양초등학교,지진대피소,옥외대피소,학교,대전광역시 동구 계족로 184-55,대전광역시 동구 자양동 221-2,36.333601,127.442793,12992,4326,Y,042-620-3800,,자양지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4990,2018-07-23,3640000,대전광역시 동구,
대전대암초등학교,지진대피소,옥외대피소,학교,대전광역시 동구 동부로 55-61,대전광역시 동구 판암동 235,36.323515,127.457199,11040,3676,Y,042-285-8232,,판암지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4991,2018-07-23,3640000,대전광역시 동구,
대전판암초등학교,지진대피소,옥외대피소,학교,대전광역시 동구 옥천로180번길 32,대전광역시 동구 판암동 334-1,36.315263,127.460774,6069,2021,Y,042-281-5200,,판암지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4993,2018-07-23,3640000,대전광역시 동구,
대전가오고등학교,지진대피소,옥외대피소,학교,대전광역시 동구 신기로 71,대전광역시 동구  가오동 427,36.310642,127.454503,4394,1463,Y,042-280-3700,,가오지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4994,2018-07-23,3640000,대전광역시 동구,
대전가오초등학교,지진대피소,옥외대피소,학교,대전광역시 동구 신기로 112,대전광역시 동구 가오동 498,36.310291,127.458671,4570,1522,Y,042-286-1963,,가오지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4995,2018-07-23,3640000,대전광역시 동구,
대전천동초등학교,지진대피소,옥외대피소,학교,"대전광역시 동구 천동초등동길 60 , 214-1",대전광역시 동구 천동 214-1,36.315909,127.445557,4122,1373,Y,042-273-4039,,천동지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4996,2018-07-23,3640000,대전광역시 동구,
대전가오중학교,지진대피소,옥외대피소,학교,대전광역시 동구 은어송로 79,대전광역시 동구 가오동 171-6,36.308646,127.457164,8118,2703,Y,042-282-0425,,가오지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4997,2018-07-23,3640000,대전광역시 동구,
대전대학교,지진대피소,옥외대피소,학교,대전광역시 동구 대학로 62,대전광역시 동구 용운동 96-3,36.335168,127.460504,13763,4583,Y,042-280-2114,,용운지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4998,2018-07-23,3640000,대전광역시 동구,
우송대학교,지진대피소,옥외대피소,학교,대전광역시 동구 동대전로 171,대전광역시 동구 자양동 155-3,36.338174,127.445801,14500,4829,Y,042-630-9600,,자양지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4999,2018-07-23,3640000,대전광역시 동구,
대전보건대학교,지진대피소,옥외대피소,학교,대전광역시 동구 충정로 21,대전광역시 동구 가양동 77-3,36.349329,127.454549,3700,1232,Y,042-670-9000,,가양지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-5000,2018-07-23,3640000,대전광역시 동구,
우송정보대학,지진대피소,옥외대피소,학교,대전광역시 동구 동대전로 171,대전광역시 동구 자양동 155-3,36.338174,127.445801,7497,2497,Y,042-629-6114,,자양지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-5001,2018-07-23,3640000,대전광역시 동구,
한국폴리텍Ⅳ대학,지진대피소,옥외대피소,학교,대전광역시 동구 우암로 352-21,대전광역시 동구 가양동 91-2,36.350854,127.454475,4798,1598,Y,042-670-0600,,가양지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-5002,2018-07-23,3640000,대전광역시 동구,
"가오65,66,67호 근린공원",지진대피소,옥외대피소,공원,대전광역시 동구,대전광역시 동구 대전 동구 가오동 558,36.305943,127.458673,16302,5429,Y,042-251-4755,,가오지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-5003,2018-07-23,3640000,대전광역시 동구,
동신중학교,지진대피소,옥외대피소,학교,대전광역시 동구 동부로 56-22,대전광역시 동구 판암동 241,36.319877,127.459518,6327,2107,Y,042-283-4081,,판암지구,,,,미적용,,,,0,0,0,대전광역시 동구,042-251-4992,2018-07-23,3640000,대전광역시 동구,
삼호중앙초등학교,지진대피소,옥외대피소,학교,전라남도 영암군 삼호읍 중앙촌길 25,전라남도 영암군 삼호읍 용앙리 284-9,34.7470684,126.4699886,1487.1,400,Y,061-470-2471,,삼호지구 주민대피소,9274,21374,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
덕진초등학교,지진대피소,옥외대피소,학교,전라남도 영암군 덕진면 백운선로 21,전라남도 영암군 덕진면 덕진리 310-2,34.8213542,126.6989296,1458,400,Y,061-470-2471,,덕진지구 주민대피소,1097,1996,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
금정초등학교,지진대피소,옥외대피소,학교,전라남도 영암군 금정면 영나로 836,전라남도 영암군 금정면 용흥리 1052,34.8609964,126.7534180,2082,300,Y,061-470-2471,,금정지구 주민대피소,1217,2198,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
신북초등학교,지진대피소,옥외대피소,학교,전라남도 영암군 신북면 간은정로 67,전라남도 영암군 신북면 월평리 13,34.8913157,126.6962434,2998,500,Y,061-470-2471,,신북지구 주민대피소,2220,4099,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
시종중학교,지진대피소,옥외대피소,학교,전라남도 영암군 시종면 마한로 1237,전라남도 영암군 시종면 내동리 36,34.8648529,126.6082928,661,200,Y,061-470-2471,,시종지구 주민대피소,2232,3937,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
도포중학교,지진대피소,옥외대피소,학교,전라남도 영암군 도포면 호산로 69-16,전라남도 영암군 도포면 구학리 370-3,34.8500053,126.6434823,549,160,Y,061-470-2471,,도포지구 주민대피소,1350,2432,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
구림초등학교,지진대피소,옥외대피소,학교,전라남도 영암군 군서면 왕인로 509,전라남도 영암군 군서면 동구림리 93-1,34.7632457,126.6322437,2314,442,Y,061-470-2471,,군서지구 주민대피소,1789,3412,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
장천초등학교,지진대피소,옥외대피소,학교,전라남도 영암군 서호면 서호로 332,전라남도 영암군 서호면 장천리 573,34.7558395,126.5827186,638,190,Y,061-470-2471,,서호지구 주민대피소,1127,2113,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
독천초등학교,지진대피소,옥외대피소,학교,전라남도 영암군 학산면 영산로 58,전라남도 영암군 학산면 독천리 85,34.7279478,126.5649715,3358,200,Y,061-470-2471,,학산지구 주민대피소,1570,3187,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
미암초등학교,지진대피소,옥외대피소,학교,전라남도 영암군 미암면 미중로 47-10,전라남도 영암군 미암면 선황리 1188,34.6999787,126.5732431,1044,270,Y,061-470-2471,,미암지구 주민대피소,1262,2509,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
영암여고,지진대피소,옥외대피소,학교,전라남도 영암군 영암읍 여중고길 12,전라남도 영암군 영암읍 동무리 4,34.8037447,126.7032804,826.1,250,Y,061-470-2471,,영암지구 주민대피소,3854,8717,50,미적용,,,,1,,,전라남도 영암군청,061-470-2471,2018-08-02,4940000,전라남도 영암군,
서울미동초등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 충정로 52  (미근동),,37.5633487649,126.965885948,1529,122,Y,02-364-6525,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
중앙여자고등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 북아현로11가길 7  (북아현동),,37.5631498063,126.953209318,5150,1560,Y,02-362-3061,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
인창중학교(정문),지진대피소,옥외대피소,학교,서울특별시 서대문구 경기대로 65,,37.56488351,126.964024443,10464,700,Y,02-300-4500,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
인창고등학교(후문),지진대피소,옥외대피소,학교,서울특별시 서대문구 경기대로 65,,37.56488351,126.964024443,10537,800,Y,02-360-3770,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
감리교신학대 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 냉천동   31,,37.5674273941,126.962329876,846,67,Y,02-361-9114,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
금화초등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 통일로 165  (천연동),,37.5688259326,126.962940417,886,70,Y,02-364-9275,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
서대문독립공원,지진대피소,옥외대피소,공원,서울특별시 서대문구 현저동   101,,37.574215169,126.95617281,17760,1420,Y,02-330-1907,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
동명여자중학교,지진대피소,옥외대피소,학교,서울특별시 서대문구 독립문로 49,,37.5686166836,126.962252305,2000,400,Y,02-363-5043,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
독립문어린이공원,지진대피소,옥외대피소,공원,서울특별시 서대문구 영천동 265,,,,2600,450,Y,02-330-1714,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
한성중고등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 북아현동   170-1,,37.5599284066,126.954655511,12625,3825,Y,02-363-4942,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
북성초등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 북아현로5나길 84,,,,3300,300,Y,02-362-0669,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
대신초등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 이화여대2길 27  (대현동),,37.5577020191,126.948038284,1011,80,Y,02-363-1564,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
이화금란고등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 성산로 560  (대신동),,37.5663658352,126.947661004,3288,996,Y,02-361-6394,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
이화금란중학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 성산로 560  (대신동),,37.5663658352,126.947661004,8514,2580,Y,02-392-6175,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
창서초등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 연세로5나길 30-3  (창천동),,37.5581416085,126.933478835,2874,229,Y,02-3143-1322,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
신촌역 동측광장 공영주차장,지진대피소,옥외대피소,기타,서울특별시 서대문구 대현동 121-19,,,,2000,606,Y,02-330-1865,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
연세대학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 연세로 50  (신촌동),,37.5638048151,126.942931621,12645,1011,Y,02-2123-2172,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
연희초등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 연희로 136  (연희동),,37.5690476398,126.934143773,1257,100,Y,02-332-0272,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
서연중학교,지진대피소,옥외대피소,학교,서울특별시 서대문구 연희로11마길 9-6,,37.5682255414,126.927334826,1581,479,Y,02-332-7375,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
신연중학교,지진대피소,옥외대피소,학교,서울특별시 서대문구 모래내로 408,,37.5827169617,126.93983775,4537,1375,Y,02-391-9399,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
연북중학교,지진대피소,옥외대피소,학교,서울특별시 서대문구 연희로36길 32,,37.5775769931,126.938478876,6087,1840,Y,02-332-7378,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
고은초등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 모래내로 441  (홍제동),,37.5850003126,126.943975165,954,76,Y,02-396-2654,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
안산초등학교 운동장,지진대피소,옥외대피소,학교,서울특별시 서대문구 통일로 321  (홍제동),,37.5791691008,126.952212111,1931,154,Y,02-735-3069,,별도 지구지정사항 없음,,,,미적용,,,,,,,서대문구청,,2018-08-10,3120000,서울특별시 서대문구,
